timestamp,thrust[0],thrust[1],thrust[2],thrust[3]
1691759714270470,0.23500000,0.24900000,0.20700000,0.22400001
1691759714280970,0.22300000,0.22700000,0.23300000,0.24500000
1691759714290980,0.24800000,0.20000000,0.25299999,0.20400000
1691759714300435,0.21400000,0.26600000,0.20200001,0.25700000
1691759714310491,0.24800000,0.24500000,0.21400000,0.21300000
1691759714320537,0.23000000,0.23800001,0.21699999,0.22900000
1691759714330558,0.22900000,0.25500000,0.21900000,0.25400001
1691759714340568,0.25900000,0.20800000,0.23400000,0.19300000
1691759714350565,0.23700000,0.19599999,0.24500000,0.21200000
1691759714360546,0.22100000,0.23400000,0.22100000,0.23600000
1691759714370629,0.23500000,0.28000000,0.18099999,0.22600000
1691759714380339,0.24400000,0.18300000,0.27599999,0.21300000
1691759714390176,0.20600000,0.23899999,0.23300000,0.26699999
1691759714400190,0.25000000,0.23500000,0.22700000,0.22100000
1691759714411304,0.23400000,0.24900000,0.21799999,0.23500000
1691759714420292,0.21300000,0.23800001,0.21699999,0.23999999
1691759714430302,0.25600001,0.19100000,0.26499999,0.21100000
1691759714440819,0.21900000,0.28400001,0.18900000,0.25500000
1691759714450392,0.23700000,0.24600001,0.22600000,0.23700000
1691759714460386,0.24400000,0.23600000,0.23400000,0.23100001
1691759714470385,0.22600000,0.24300000,0.22600000,0.24500000
1691759714480397,0.23800001,0.23600000,0.23300000,0.22900000
1691759714490436,0.24400000,0.25500000,0.22600000,0.24500000
1691759714500432,0.24200000,0.22200000,0.24699999,0.23700000
1691759714510530,0.23000000,0.28400001,0.20200001,0.26499999
1691759714520908,0.25400001,0.22100000,0.26100001,0.22400001
1691759714530927,0.23700000,0.24699999,0.22800000,0.23700000
1691759714540514,0.23600000,0.24200000,0.23199999,0.25000000
1691759714550546,0.23100001,0.23899999,0.24500000,0.24800000
1691759714561038,0.26499999,0.21100000,0.24400000,0.19200000
1691759714570542,0.23999999,0.23800001,0.22200000,0.22700000
1691759714580578,0.18799999,0.32600001,0.16700000,0.30199999
1691759714590118,0.27200001,0.18500000,0.27700001,0.18099999
1691759714600669,0.24200000,0.20600000,0.25999999,0.22499999
1691759714610207,0.19300000,0.28900000,0.20200001,0.28999999
1691759714620218,0.27000001,0.24600001,0.23100001,0.19700000
1691759714630166,0.21600001,0.24600001,0.24400000,0.27500001
1691759714640213,0.23800001,0.26899999,0.22100000,0.24900000
1691759714650776,0.26899999,0.20400000,0.27399999,0.20100001
1691759714660364,0.23600000,0.24900000,0.24200000,0.24100000
1691759714670290,0.21900000,0.28200001,0.22000000,0.27300000
1691759714680365,0.23000000,0.25900000,0.23899999,0.25299999
1691759714690882,0.24300000,0.25200000,0.24500000,0.24100000
1691759714700395,0.27300000,0.20100001,0.27900001,0.18799999
1691759714710406,0.20900001,0.27800000,0.22800000,0.27300000
1691759714720427,0.22499999,0.27100000,0.23300000,0.25600001
1691759714730401,0.27399999,0.18799999,0.27900001,0.17100000
1691759714740480,0.22200000,0.26899999,0.23500000,0.25099999
1691759714750491,0.22400001,0.24300000,0.24800000,0.23700000
1691759714760524,0.24200000,0.27599999,0.24600001,0.24699999
1691759714771019,0.24100000,0.27000001,0.24800000,0.23300000
1691759714780525,0.20400000,0.28999999,0.23000000,0.28200001
1691759714790555,0.26199999,0.24100000,0.26199999,0.21100000
1691759714800556,0.26699999,0.20500000,0.28000000,0.18500000
1691759714811261,0.19300000,0.26699999,0.22700000,0.26100001
1691759714820674,0.22100000,0.27700001,0.23100001,0.24600001
1691759714830150,0.22400001,0.27100000,0.24400000,0.24400000
1691759714840148,0.25000000,0.26800001,0.24600001,0.23000000
1691759714850672,0.23600000,0.24600001,0.26600000,0.23500000
1691759714860439,0.24100000,0.27800000,0.23000000,0.23000000
1691759714870243,0.22700000,0.24400000,0.25700000,0.23800001
1691759714880507,0.22100000,0.30599999,0.21100000,0.26199999
1691759714890279,0.23000000,0.24800000,0.26899999,0.24699999
1691759714900305,0.22800000,0.28799999,0.22300000,0.24300000
1691759714910432,0.24800000,0.23600000,0.27399999,0.22200000
1691759714920367,0.24400000,0.25500000,0.25400001,0.21900000
1691759714930890,0.21400000,0.25099999,0.24800000,0.25299999
1691759714940406,0.22800000,0.28200001,0.22400001,0.24400000
1691759714950424,0.23100001,0.24500000,0.26499999,0.23400000
1691759714961028,0.24200000,0.21200000,0.27900001,0.20200001
1691759714970527,0.20900001,0.28200001,0.22200000,0.25299999
1691759714980514,0.24600001,0.25099999,0.25099999,0.21400000
1691759714990518,0.22300000,0.27200001,0.24600001,0.25600001
1691759715001049,0.23800001,0.25099999,0.25799999,0.23600000
1691759715011139,0.24400000,0.27900001,0.23500000,0.23700000
1691759715020673,0.24800000,0.23500000,0.27100000,0.21500000
1691759715030143,0.23300000,0.26400000,0.25000000,0.23800001
1691759715040146,0.23400000,0.27599999,0.23999999,0.23700000
1691759715051343,0.23000000,0.25200000,0.25900000,0.23999999
1691759715060246,0.24699999,0.23700000,0.26600000,0.21799999
1691759715070256,0.23600000,0.26600000,0.23999999,0.22300000
1691759715080279,0.23300000,0.24200000,0.24600001,0.21699999
1691759715090260,0.22000000,0.25799999,0.24699999,0.24100000
1691759715100275,0.23300000,0.28500000,0.22400001,0.24500000
1691759715110321,0.23500000,0.22200000,0.27300000,0.21900000
1691759715120371,0.22900000,0.28000000,0.23600000,0.23999999
1691759715130412,0.23300000,0.23899999,0.26100001,0.21100000
1691759715140474,0.23199999,0.27000001,0.23999999,0.24100000
1691759715150497,0.22200000,0.27800000,0.23400000,0.25000000
1691759715160492,0.24900000,0.23800001,0.26899999,0.22200000
1691759715171009,0.22700000,0.25000000,0.26100001,0.23999999
1691759715180610,0.23199999,0.27100000,0.23800001,0.23100001
1691759715190513,0.22900000,0.25900000,0.25200000,0.23300000
1691759715200513,0.23100001,0.23500000,0.26300001,0.23000000
1691759715210583,0.22499999,0.24500000,0.24800000,0.22700000
1691759715220129,0.23600000,0.26899999,0.23700000,0.22700000
1691759715230634,0.21300000,0.21799999,0.27000001,0.23199999
1691759715240125,0.23199999,0.27100000,0.23700000,0.23199999
1691759715250125,0.22300000,0.25799999,0.24200000,0.22900000
1691759715260139,0.22700000,0.23800001,0.25099999,0.22300000
1691759715270231,0.22000000,0.27100000,0.22600000,0.23400000
1691759715280359,0.22900000,0.26800001,0.24600001,0.23800001
1691759715291324,0.23400000,0.22900000,0.27200001,0.22400001
1691759715300250,0.23600000,0.27300000,0.24200000,0.23199999
1691759715310242,0.22800000,0.28000000,0.23899999,0.24600001
1691759715320283,0.24900000,0.23700000,0.27100000,0.21400000
1691759715330351,0.22800000,0.25400001,0.25500000,0.23999999
1691759715340396,0.22900000,0.26199999,0.24900000,0.23999999
1691759715350356,0.23100001,0.25099999,0.25999999,0.23300000
1691759715360362,0.25500000,0.19200000,0.29699999,0.18000001
1691759715370370,0.19400001,0.32100001,0.18099999,0.27399999
1691759715380505,0.24500000,0.23500000,0.26300001,0.20500000
1691759715390476,0.23600000,0.26899999,0.24100000,0.23000000
1691759715400978,0.22600000,0.24699999,0.26199999,0.23700000
1691759715410975,0.23400000,0.22800000,0.26600000,0.21900000
1691759715420537,0.23199999,0.28600001,0.22600000,0.23700000
1691759715430565,0.23000000,0.23700000,0.26199999,0.21900000
1691759715440593,0.22499999,0.26400000,0.23899999,0.24600001
1691759715450574,0.23100001,0.28600001,0.23600000,0.24699999
1691759715460792,0.24500000,0.23999999,0.27000001,0.21600001
1691759715470617,0.20999999,0.26899999,0.24100000,0.25900000
1691759715480643,0.24900000,0.26300001,0.25099999,0.23199999
1691759715490628,0.24900000,0.25500000,0.25099999,0.21900000
1691759715500252,0.26100001,0.19200000,0.29600000,0.18700001
