timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691763263558495,-0.00957681,-0.11492168,9.82101536,0.00000000,0.00106526,0.00852212
1691763263560464,-0.05746084,-0.17238252,9.84016895,-0.01384844,0.00319579,-0.00745685
1691763263562449,-0.06703765,0.00478840,9.84974575,0.00000000,0.00106526,-0.01810949
1691763263564426,-0.03830723,0.20111294,9.84016895,0.02237055,0.00106526,-0.02237055
1691763263566425,-0.03351882,0.05746084,9.82101536,0.02876214,0.00106526,-0.01278317
1691763263568435,-0.01436521,-0.16759412,9.77791977,0.01065264,0.00532632,0.00532632
1691763263570458,0.00957681,-0.18195933,9.77313137,-0.00958738,0.00745685,0.01278317
1691763263572426,-0.01436521,-0.03830723,9.82101536,-0.00426106,0.00852212,0.00958738
1691763263574502,-0.04309563,0.14365210,9.86411095,0.00852212,0.00319579,-0.00319579
1691763263576434,-0.02394202,0.16280572,9.84016895,0.01171791,0.00000000,-0.01597897
1691763263578432,-0.02394202,-0.07661445,9.80186176,0.00213053,0.00213053,-0.02556635
1691763263580446,-0.01915361,-0.21068975,9.79707336,-0.01810949,0.00319579,-0.01704423
1691763263582451,-0.01915361,-0.08140286,9.82580376,-0.02130529,0.00532632,-0.00106526
1691763263584467,-0.03830723,0.15801731,9.87368774,-0.00745685,0.00639159,0.01810949
1691763263586407,-0.03351882,0.16280572,9.88326454,0.00958738,0.00106526,0.01810949
1691763263588420,-0.02873042,-0.04788403,9.84974575,-0.00319579,0.00000000,0.00852212
1691763263590420,-0.06224924,-0.15801731,9.80665016,-0.01704423,-0.00213053,-0.01384844
1691763263592435,-0.02873042,-0.06224924,9.82101536,-0.01810949,0.00213053,-0.02450108
1691763263594521,-0.02394202,0.10534488,9.84016895,0.00000000,0.00426106,-0.02237055
1691763263596402,-0.02873042,0.18674773,9.83059216,0.01278317,0.00106526,-0.00213053
1691763263598427,-0.03351882,-0.05746084,9.80186176,0.00213053,0.00319579,0.00958738
1691763263600472,-0.01436521,-0.23942018,9.79228497,-0.01384844,0.00639159,0.02024002
1691763263602455,-0.01915361,-0.15801731,9.81622696,-0.01491370,0.00426106,0.01278317
1691763263604433,-0.04309563,0.06224924,9.85453415,0.00000000,-0.00213053,-0.00213053
1691763263606406,-0.06224924,0.17717093,9.85453415,0.02024002,-0.00319579,-0.01917476
1691763263608432,-0.06224924,0.00000000,9.80186176,0.01065264,-0.00532632,-0.02556635
1691763263610450,-0.01915361,-0.19153613,9.77313137,-0.00745685,0.00319579,-0.02237055
1691763263612429,0.00000000,-0.18674773,9.79707336,-0.01917476,0.00958738,-0.00319579
1691763263614435,-0.00957681,0.06224924,9.83059216,-0.01065264,0.00852212,0.01171791
1691763263616460,-0.02873042,0.23463176,9.86889935,0.01278317,0.00000000,0.01597897
1691763263618426,-0.08619126,0.07661445,9.85932255,0.01171791,-0.00213053,0.00426106
1691763263620490,-0.05746084,-0.12928689,9.81143856,-0.00319579,0.00000000,-0.01384844
1691763263622434,0.00478840,-0.12928689,9.81622696,-0.01278317,0.00745685,-0.02024002
1691763263624458,-0.03830723,0.00000000,9.86411095,-0.00426106,0.00745685,-0.01384844
1691763263626459,-0.05746084,0.19153613,9.87847614,0.00852212,0.00426106,0.00106526
1691763263628433,-0.04309563,0.03351882,9.86411095,0.00639159,0.00426106,0.01597897
1691763263630442,0.00000000,-0.19153613,9.84495735,-0.01278317,0.00958738,0.01810949
1691763263632448,0.03830723,-0.24899697,9.83059216,-0.02237055,0.00745685,0.00639159
1691763263634501,-0.04309563,-0.04788403,9.84495735,-0.01065264,0.00213053,-0.00958738
1691763263636422,-0.13407530,0.18674773,9.88326454,0.00532632,-0.00213053,-0.02343582
1691763263638418,-0.04788403,0.08140286,9.84974575,0.00852212,-0.00106526,-0.02450108
1691763263640446,0.02394202,-0.17717093,9.78749657,-0.00106526,0.00745685,-0.01171791
1691763263642499,-0.02394202,-0.22505496,9.81143856,-0.02130529,0.00852212,0.00426106
1691763263644474,-0.04788403,-0.12928689,9.84495735,-0.01171791,0.00426106,0.01917476
1691763263646426,-0.05746084,0.11971009,9.86889935,0.00213053,0.00213053,0.01278317
1691763263648422,-0.03830723,0.18674773,9.86411095,0.01278317,-0.00319579,-0.00106526
1691763263650445,-0.05746084,-0.06703765,9.80665016,0.00532632,-0.00213053,-0.01917476
1691763263652487,-0.05746084,-0.27772740,9.79228497,-0.00532632,0.00319579,-0.02876214
1691763263654459,-0.04309563,-0.08619126,9.79707336,-0.00852212,0.00106526,-0.02130529
1691763263656396,-0.03830723,0.13886370,9.84974575,0.00958738,0.00426106,-0.00106526
1691763263658472,-0.05746084,0.07661445,9.88326454,0.02024002,0.00426106,0.01917476
1691763263660459,-0.04309563,-0.05267244,9.81622696,0.00532632,-0.00213053,0.02663161
1691763263662438,-0.05267244,-0.25378537,9.83059216,-0.01597897,0.00319579,0.01491370
