timestamp,roll,pitch,thrust,yaw,aux1,aux2,aux3,aux4
1691757109050648,1500,1500,1000,1500,1000,0,0,0
1691757109065208,1498,1472,1254,1502,1000,0,0,0
1691757109066223,1499,1471,1278,1503,1000,0,0,0
1691757109070647,1499,1472,1281,1503,1000,0,0,0
1691757109074771,1498,1469,1283,1503,1000,0,0,0
1691757109078453,1499,1470,1283,1503,1000,0,0,0
1691757109081220,1499,1470,1284,1503,1000,0,0,0
1691757109085410,1498,1469,1284,1503,1000,0,0,0
1691757109089110,1499,1470,1284,1503,1000,0,0,0
1691757109091660,1499,1472,1284,1503,1000,0,0,0
1691757109095819,1498,1468,1286,1503,1000,0,0,0
1691757109104178,1499,1473,1285,1503,1000,0,0,0
1691757109104399,1499,1474,1285,1503,1000,0,0,0
1691757109107455,1499,1474,1285,1503,1000,0,0,0
1691757109109874,1499,1474,1285,1503,1000,0,0,0
1691757109114061,1498,1470,1288,1503,1000,0,0,0
1691757109117387,1499,1472,1287,1503,1000,0,0,0
1691757109121448,1499,1475,1287,1503,1000,0,0,0
1691757109125459,1499,1472,1288,1503,1000,0,0,0
1691757109130201,1499,1471,1289,1502,1000,0,0,0
1691757109131869,1499,1475,1288,1502,1000,0,0,0
1691757109135532,1500,1476,1287,1503,1000,0,0,0
1691757109140357,1499,1475,1289,1502,1000,0,0,0
1691757109142642,1499,1479,1288,1502,1000,0,0,0
1691757109146538,1499,1477,1289,1502,1000,0,0,0
1691757109150775,1501,1483,1284,1502,1000,0,0,0
1691757109153519,1500,1479,1287,1502,1000,0,0,0
1691757109157215,1498,1478,1283,1502,1000,0,0,0
1691757109163468,1500,1483,1278,1502,1000,0,0,0
1691757109164431,1501,1480,1279,1501,1000,0,0,0
1691757109168235,1499,1477,1275,1501,1000,0,0,0
1691757109173764,1501,1487,1267,1501,1000,0,0,0
1691757109175391,1503,1495,1261,1501,1000,0,0,0
1691757109179615,1500,1480,1267,1501,1000,0,0,0
1691757109183420,1499,1473,1268,1501,1000,0,0,0
1691757109190100,1503,1497,1254,1501,1000,0,0,0
1691757109193686,1499,1478,1259,1501,1000,0,0,0
1691757109198035,1498,1478,1262,1501,1000,0,0,0
1691757109203157,1505,1494,1250,1501,1000,0,0,0
1691757109207790,1504,1501,1246,1501,1000,0,0,0
1691757109208212,1501,1494,1242,1501,1000,0,0,0
1691757109213610,1500,1483,1257,1501,1000,0,0,0
1691757109216040,1502,1481,1256,1501,1000,0,0,0
1691757109220569,1502,1486,1251,1500,1000,0,0,0
1691757109225191,1503,1487,1248,1500,1000,0,0,0
1691757109232698,1504,1490,1247,1500,1000,0,0,0
1691757109232892,1503,1492,1248,1500,1000,0,0,0
1691757109237717,1502,1509,1238,1500,1000,0,0,0
1691757109238068,1504,1505,1232,1500,1000,0,0,0
1691757109241497,1507,1506,1236,1501,1000,0,0,0
1691757109246298,1506,1509,1240,1501,1000,0,0,0
1691757109250119,1507,1510,1240,1501,1000,0,0,0
1691757109252154,1508,1510,1242,1501,1000,0,0,0
1691757109255699,1506,1507,1244,1501,1000,0,0,0
1691757109261988,1504,1501,1246,1501,1000,0,0,0
1691757109263853,1499,1483,1255,1501,1000,0,0,0
1691757109267110,1494,1477,1254,1501,1000,0,0,0
1691757109272305,1497,1483,1258,1501,1000,0,0,0
1691757109276487,1498,1488,1253,1501,1000,0,0,0
1691757109277446,1499,1492,1248,1500,1000,0,0,0
1691757109281854,1502,1491,1238,1500,1000,0,0,0
1691757109285267,1512,1533,1221,1501,1000,0,0,0
1691757109288193,1504,1514,1245,1501,1000,0,0,0
1691757109291822,1500,1496,1257,1500,1000,0,0,0
1691757109298120,1498,1492,1255,1500,1000,0,0,0
1691757109300624,1500,1491,1243,1500,1000,0,0,0
1691757109305128,1499,1493,1245,1500,1000,0,0,0
1691757109306259,1499,1499,1254,1500,1000,0,0,0
1691757109310399,1507,1521,1240,1500,1000,0,0,0
1691757109314584,1505,1520,1241,1500,1000,0,0,0
1691757109317143,1504,1517,1244,1500,1000,0,0,0
1691757109324146,1504,1513,1249,1500,1000,0,0,0
1691757109324738,1500,1505,1245,1500,1000,0,0,0
1691757109328707,1503,1507,1241,1500,1000,0,0,0
1691757109336000,1503,1506,1245,1500,1000,0,0,0
1691757109336278,1500,1506,1254,1500,1000,0,0,0
1691757109339104,1502,1507,1250,1500,1000,0,0,0
1691757109343669,1503,1507,1249,1500,1000,0,0,0
1691757109349092,1503,1506,1248,1500,1000,0,0,0
1691757109350137,1501,1505,1248,1500,1000,0,0,0
1691757109353826,1501,1505,1248,1500,1000,0,0,0
1691757109359455,1501,1504,1247,1500,1000,0,0,0
1691757109361967,1498,1504,1251,1500,1000,0,0,0
1691757109368942,1501,1506,1249,1501,1000,0,0,0
1691757109369139,1500,1503,1243,1500,1000,0,0,0
1691757109373936,1501,1511,1244,1501,1000,0,0,0
1691757109377700,1502,1512,1247,1501,1000,0,0,0
1691757109379070,1502,1515,1246,1501,1000,0,0,0
1691757109385262,1497,1498,1259,1500,1000,0,0,0
1691757109387142,1498,1500,1257,1501,1000,0,0,0
1691757109390584,1500,1504,1252,1501,1000,0,0,0
1691757109395981,1500,1502,1250,1501,1000,0,0,0
1691757109397250,1500,1503,1251,1501,1000,0,0,0
1691757109401384,1499,1502,1253,1501,1000,0,0,0
1691757109406737,1499,1501,1251,1501,1000,0,0,0
1691757109408479,1499,1500,1250,1501,1000,0,0,0
1691757109413151,1500,1501,1250,1501,1000,0,0,0
1691757109416058,1496,1500,1253,1500,1000,0,0,0
1691757109425976,1499,1504,1245,1501,1000,0,0,0
1691757109426366,1500,1509,1245,1501,1000,0,0,0
1691757109426663,1502,1515,1247,1501,1000,0,0,0
1691757109430324,1496,1497,1257,1500,1000,0,0,0
1691757109433509,1497,1497,1254,1500,1000,0,0,0
1691757109437591,1498,1499,1251,1500,1000,0,0,0
1691757109441593,1497,1501,1251,1500,1000,0,0,0
1691757109445490,1498,1501,1250,1500,1000,0,0,0
1691757109448171,1498,1502,1250,1500,1000,0,0,0
1691757109451969,1496,1501,1251,1500,1000,0,0,0
1691757109457422,1495,1496,1253,1500,1000,0,0,0
1691757109460352,1498,1500,1246,1500,1000,0,0,0
1691757109463725,1501,1508,1242,1500,1000,0,0,0
1691757109466360,1496,1492,1257,1500,1000,0,0,0
1691757109469972,1498,1495,1254,1500,1000,0,0,0
1691757109474801,1498,1500,1253,1500,1000,0,0,0
1691757109477590,1498,1502,1251,1500,1000,0,0,0
