timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1704701992660821,-0.00478840,0.00000000,9.95030212,-0.00639159,0.00319579,0.00000000
1704701992662806,-0.00957681,0.00478840,9.95509052,-0.00958738,-0.00319579,0.00958738
1704701992664812,-0.00957681,0.00478840,9.95509052,-0.00852212,0.00213053,0.00532632
1704701992666808,-0.00957681,0.00000000,9.95030212,-0.00106526,0.00639159,-0.00852212
1704701992668855,-0.00957681,0.00000000,9.95509052,0.00639159,0.01278317,-0.02556635
1704701992670767,-0.01436521,0.00000000,9.95987892,-0.00106526,0.00745685,-0.01704423
1704701992672844,-0.01915361,0.00957681,9.96466732,-0.00639159,-0.00319579,-0.00532632
1704701992674806,-0.01915361,0.00478840,9.96466732,-0.01597897,-0.00319579,0.00958738
1704701992676818,-0.01915361,0.00000000,9.96466732,-0.01065264,-0.00106526,0.01065264
1704701992678813,-0.01915361,-0.00478840,9.96466732,0.00213053,0.00532632,-0.00745685
1704701992680796,-0.02394202,-0.00478840,9.96466732,0.00958738,0.00745685,-0.01704423
1704701992682776,-0.02394202,-0.00478840,9.96945572,0.00426106,0.00319579,-0.01810949
1704701992684841,-0.02394202,-0.00478840,9.96945572,-0.00639159,0.00106526,-0.00745685
1704701992686830,-0.02394202,-0.00957681,9.96945572,-0.00958738,-0.00213053,0.00745685
1704701992688808,-0.02394202,-0.00957681,9.97424412,-0.00639159,0.00106526,0.00852212
1704701992690900,-0.02394202,-0.01436521,9.97424412,0.00532632,0.00426106,-0.00106526
1704701992692781,-0.02394202,-0.01436521,9.97424412,0.01384844,0.00745685,-0.02024002
1704701992694824,-0.02394202,-0.01915361,9.97424412,0.01278317,0.00745685,-0.02556635
1704701992696793,-0.01915361,-0.02394202,9.97424412,0.00213053,0.00852212,-0.01491370
1704701992698815,-0.01436521,-0.02394202,9.97903252,-0.00745685,0.00319579,0.00213053
1704701992700829,-0.01436521,-0.02394202,9.97903252,-0.00319579,0.00426106,0.00852212
1704701992702830,-0.01436521,-0.02394202,9.98382092,0.00639159,0.00319579,0.00852212
1704701992704821,-0.01436521,-0.02873042,9.97903252,0.01704423,0.00532632,-0.00745685
1704701992706810,-0.00478840,-0.03351882,9.97903252,0.01810949,0.01065264,-0.02343582
1704701992708819,-0.00478840,-0.03351882,9.97903252,0.01065264,0.01278317,-0.02343582
1704701992710806,0.00000000,-0.02873042,9.98382092,0.00106526,0.00852212,-0.00639159
1704701992712818,0.00000000,-0.02394202,9.98382092,-0.00426106,0.00213053,0.01065264
1704701992714742,-0.00478840,-0.01915361,9.98860931,0.00213053,-0.00319579,0.01384844
1704701992716787,0.00000000,-0.01915361,9.98382092,0.01171791,0.00213053,-0.01278317
1704701992718856,0.00000000,-0.01915361,9.97424412,0.01278317,0.00852212,-0.01917476
1704701992720719,0.00478840,-0.01915361,9.97424412,0.00745685,0.01171791,-0.01810949
1704701992722945,0.00000000,-0.00478840,9.96945572,-0.00426106,0.00000000,0.00106526
1704701992724797,0.00000000,-0.00478840,9.97424412,-0.01065264,-0.00426106,0.01491370
1704701992726808,-0.00478840,0.00000000,9.96945572,-0.00852212,-0.00639159,0.01384844
1704701992728826,0.00000000,0.00000000,9.96945572,0.00745685,0.00213053,-0.00745685
1704701992730917,0.00000000,0.00478840,9.96466732,0.01171791,0.01065264,-0.02237055
1704701992732801,-0.00478840,0.00478840,9.96466732,0.01278317,0.01065264,-0.02982740
1704701992734827,-0.00957681,0.01436521,9.96945572,-0.00426106,0.00213053,-0.00745685
1704701992736933,-0.00957681,0.01436521,9.96945572,-0.01278317,-0.00213053,0.00426106
1704701992738809,-0.00478840,0.01436521,9.96945572,-0.01171791,-0.00426106,0.00426106
1704701992740776,-0.00478840,0.01436521,9.95987892,0.00106526,0.00319579,-0.00426106
1704701992742829,-0.00478840,0.01436521,9.95987892,0.00958738,0.00745685,-0.01704423
1704701992744881,-0.00478840,0.01436521,9.95987892,0.00852212,0.00852212,-0.02450108
1704701992746817,-0.00957681,0.01915361,9.95509052,-0.00745685,0.00426106,-0.00319579
1704701992748800,-0.00478840,0.01915361,9.95987892,-0.01491370,0.00106526,0.00532632
1704701992750801,-0.00478840,0.01436521,9.95509052,-0.01810949,0.00213053,0.01597897
1704701992752831,-0.00478840,0.01436521,9.95509052,0.00106526,0.00319579,-0.00319579
1704701992754813,-0.00478840,0.01436521,9.95030212,0.01065264,0.00639159,-0.01491370
1704701992756775,-0.00957681,0.01436521,9.95030212,0.01065264,0.00639159,-0.02450108
1704701992758826,-0.00478840,0.00957681,9.94551373,-0.00639159,0.00745685,-0.01065264
1704701992760796,-0.00478840,0.00957681,9.94551373,-0.01491370,0.01065264,0.00000000
1704701992762807,0.00000000,0.00478840,9.95030212,-0.01810949,0.00532632,0.00852212
1704701992764796,-0.00478840,0.00478840,9.95030212,-0.00426106,0.00426106,0.00213053
1704701992766778,-0.00957681,0.00478840,9.95030212,0.00532632,0.00319579,-0.00745685
1704701992768819,-0.00478840,0.00000000,9.94551373,0.01065264,0.00852212,-0.01917476
1704701992770763,-0.00478840,-0.00957681,9.94551373,0.00106526,0.01171791,-0.01704423
1704701992772828,-0.00478840,-0.00957681,9.94551373,-0.00639159,0.01065264,-0.00639159
1704701992774811,-0.00478840,-0.00957681,9.95030212,-0.00958738,0.00745685,0.00852212
1704701992776825,-0.00957681,-0.00957681,9.95509052,0.00213053,0.00000000,0.00639159
1704701992778894,-0.00957681,-0.01436521,9.95509052,0.01171791,0.00319579,-0.00319579
1704701992780790,-0.00478840,-0.02394202,9.95030212,0.02130529,0.00745685,-0.02237055
1704701992782778,-0.00478840,-0.02873042,9.94551373,0.01278317,0.01278317,-0.02130529
1704701992784821,-0.00478840,-0.02873042,9.95030212,0.00426106,0.00426106,-0.01065264
