timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z
1691761070807168,-0.00139778,-1.47231781,0.06793112,0.00256399,-0.00589785,0.01258840,0.99990010,-0.00372181,0.00063236,0.00258620,0.01010603,0.00956662,0.01324105
1691761070810804,-0.00137100,-1.47232139,0.06791828,0.00253675,-0.00593043,0.01254306,0.99990052,0.00623584,-0.00081904,-0.00290966,-0.01461299,-0.01804240,-0.02507711
1691761070814440,-0.00136931,-1.47232175,0.06791827,0.00255033,-0.00592226,0.01254790,0.99990046,0.00105426,-0.00017174,-0.00029810,0.00739840,0.00457941,0.00272158
1691761070818077,-0.00140756,-1.47231162,0.06794784,0.00259065,-0.00589902,0.01260287,0.99989980,-0.00934021,0.00248506,0.00727303,0.02183197,0.01297754,0.03039184
1691761070821713,-0.00142319,-1.47231066,0.06795927,0.00261969,-0.00587841,0.01263576,0.99989945,-0.00481126,0.00048861,0.00356382,0.01571964,0.01148999,0.01821693
1691761070825349,-0.00138849,-1.47231483,0.06794175,0.00257586,-0.00591712,0.01257468,0.99990010,0.00808206,-0.00098092,-0.00396594,-0.02364060,-0.02150745,-0.03379973
1691761070828986,-0.00140165,-1.47231865,0.06794093,0.00257857,-0.00588643,0.01259912,0.99989998,-0.00242942,-0.00104195,-0.00060596,0.00119865,0.01685889,0.01349217
1691761070832622,-0.00142361,-1.47231603,0.06795247,0.00260531,-0.00586986,0.01263211,0.99989957,-0.00567211,0.00054176,0.00278920,0.01448642,0.00925005,0.01825758
1691761070836259,-0.00143706,-1.47231460,0.06795716,0.00261968,-0.00585471,0.01265586,0.99989933,-0.00389909,0.00040843,0.00144124,0.00771969,0.00839647,0.01313004
1691761070839895,-0.00144381,-1.47231603,0.06796169,0.00263133,-0.00584929,0.01266088,0.99989927,-0.00206329,-0.00031179,0.00126759,0.00635516,0.00305083,0.00280514
1691761070843531,-0.00149372,-1.47229803,0.06799080,0.00268770,-0.00582203,0.01273485,0.99989831,-0.01253999,0.00441485,0.00731981,0.03057335,0.01527414,0.04091006
1691761070847168,-0.00150610,-1.47229576,0.06799772,0.00270875,-0.00580685,0.01276414,0.99989802,-0.00433384,0.00100862,0.00245428,0.01137239,0.00845304,0.01619836
1691761070850804,-0.00145974,-1.47230196,0.06796709,0.00265912,-0.00585023,0.01271049,0.99989855,0.01101070,-0.00142858,-0.00731631,-0.02681973,-0.02413063,-0.02973728
1691761070854440,-0.00145277,-1.47230232,0.06796652,0.00266651,-0.00584613,0.01271274,0.99989855,0.00284409,-0.00023380,-0.00088665,0.00403034,0.00230527,0.00126855
1691761070858077,-0.00148243,-1.47229612,0.06798431,0.00269827,-0.00582914,0.01276160,0.99989796,-0.00703567,0.00150718,0.00430394,0.01718434,0.00948881,0.02699405
1691761070861713,-0.00144110,-1.47230077,0.06796443,0.00265891,-0.00587055,0.01271925,0.99989831,0.00949389,-0.00099500,-0.00447217,-0.02122088,-0.02299113,-0.02347923
1691761070865349,-0.00145125,-1.47230017,0.06797210,0.00268060,-0.00585912,0.01273303,0.99989820,-0.00154229,0.00004593,0.00143850,0.01180384,0.00641769,0.00766210
