timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691752810266297,0.00957681,-0.02873042,9.77791977,-0.00319579,-0.00106526,0.01597897
1691752810268272,0.00957681,-0.04788403,9.84495735,0.00106526,-0.00319579,0.01171791
1691752810270218,0.00478840,-0.03351882,9.85453415,0.00319579,-0.00532632,-0.00106526
1691752810272189,0.00957681,0.01436521,9.81622696,0.01065264,-0.00106526,-0.01491370
1691752810274201,0.01436521,0.00478840,9.79707336,0.01065264,0.00106526,-0.02024002
1691752810276288,0.03830723,0.00478840,9.77313137,0.00745685,0.00426106,-0.01384844
1691752810278238,0.05746084,0.00957681,9.79707336,-0.00106526,0.00213053,0.00106526
1691752810280266,0.02394202,0.05267244,9.82580376,0.00639159,-0.00426106,0.01810949
1691752810282176,-0.00478840,0.07661445,9.86889935,0.03621899,-0.00639159,0.01917476
1691752810284369,0.03351882,-0.01436521,9.96466732,0.09374327,-0.00639159,-0.03302320
1691752810286289,-0.02873042,-0.05746084,9.99339771,0.12250541,-0.00106526,-0.09374327
1691752810288306,0.04788403,0.05746084,10.08437729,0.06711166,0.00213053,-0.08628642
1691752810290197,0.10534488,0.16759412,10.08437729,-0.01065264,0.01278317,-0.04474111
1691752810292185,0.04788403,0.09097967,10.01733971,-0.03302320,0.02450108,-0.06072007
1691752810294226,0.01436521,0.08619126,10.00776291,-0.04474111,0.01810949,-0.13422331
1691752810296298,0.20590134,0.11013328,10.08437729,-0.09800433,0.01810949,-0.17044231
1691752810298232,0.22505496,0.19153613,10.05085850,-0.03941479,0.03834952,-0.23648870
1691752810300240,0.21068975,0.18195933,9.88326454,-0.05432849,0.05006743,-0.27270770
1691752810302336,0.28251579,0.09576806,9.98860931,-0.04367584,0.07882957,-0.26525083
1691752810304231,0.45968673,0.07661445,10.06043530,0.05645901,0.12250541,-0.31425300
1691752810306329,0.51714754,0.25378537,9.88326454,0.01597897,0.15339808,-0.31318775
1691752810308238,0.58418524,0.27293900,9.84974575,-0.01384844,0.21837921,-0.28336033
1691752810310264,0.60812724,0.01915361,9.91678333,0.01491370,0.31105721,-0.30146983
1691752810312217,0.67995328,0.02873042,10.03649330,0.02130529,0.39840889,-0.37284255
