timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691768706628345,-0.01436521,0.12449849,9.81143856,-0.00106526,0.00426106,0.01810949
1691768706630375,-0.01915361,0.01436521,9.84495735,-0.00106526,-0.00213053,0.03195793
1691768706632344,-0.04788403,-0.13886370,9.86411095,-0.00852212,-0.00106526,0.02556635
1691768706634358,-0.04788403,-0.05267244,9.84495735,-0.01384844,-0.00106526,0.01065264
1691768706636360,-0.00957681,0.14844051,9.85932255,-0.01065264,-0.00106526,-0.00958738
1691768706638377,-0.03830723,0.20111294,9.87368774,0.00213053,-0.00213053,-0.01704423
1691768706640347,-0.02873042,0.07661445,9.83538055,0.00745685,0.00426106,-0.00958738
1691768706642348,-0.00478840,-0.03830723,9.79707336,-0.00319579,0.00426106,0.00426106
1691768706644354,-0.01436521,-0.00957681,9.82580376,-0.00852212,0.00532632,0.02024002
1691768706646373,-0.06224924,0.08140286,9.87368774,-0.00852212,0.00106526,0.02130529
1691768706648370,-0.03351882,0.22505496,9.88326454,0.00639159,-0.00319579,0.01491370
1691768706650346,-0.06224924,0.13407530,9.87368774,0.01704423,-0.00426106,0.00000000
1691768706652353,-0.04788403,-0.11013328,9.83538055,0.00639159,-0.00106526,-0.01171791
1691768706654384,0.00000000,-0.02394202,9.78270817,-0.01171791,0.00319579,-0.01278317
1691768706656366,-0.02873042,0.07661445,9.81622696,-0.01597897,0.00532632,-0.00319579
1691768706658353,-0.06703765,0.15801731,9.85453415,-0.00852212,0.00106526,0.01597897
1691768706660369,-0.05746084,0.07182605,9.85932255,0.00319579,-0.00426106,0.01917476
1691768706662377,-0.01915361,-0.11492168,9.82580376,0.00532632,-0.00319579,0.01597897
1691768706664406,-0.03830723,-0.09097967,9.81622696,-0.00532632,-0.00213053,0.00213053
1691768706665873,-0.03351882,-0.06703765,9.84016895,-0.00426106,-0.00213053,-0.00745685
1691768706668355,-0.05746084,0.16280572,9.83059216,0.00106526,0.00000000,-0.00745685
1691768706669859,-0.01436521,0.19632454,9.82101536,0.00639159,0.00213053,0.00000000
1691768706672391,-0.03351882,-0.01915361,9.82580376,0.00000000,0.00000000,0.01597897
1691768706674389,-0.00957681,-0.06703765,9.82101536,-0.00319579,0.00213053,0.02769688
1691768706675879,-0.01436521,-0.12928689,9.83059216,-0.01065264,0.00213053,0.02343582
1691768706677947,-0.06224924,0.04309563,9.85453415,-0.00426106,-0.00213053,0.00852212
1691768706679961,-0.07182605,0.18674773,9.87368774,0.01065264,-0.00213053,-0.00745685
1691768706681956,-0.05267244,0.09097967,9.86411095,0.01917476,-0.00213053,-0.02130529
1691768706683945,0.00000000,-0.03830723,9.78270817,0.00852212,0.00319579,-0.01810949
1691768706685972,0.01436521,-0.01436521,9.78270817,-0.01065264,0.00745685,-0.00319579
1691768706687985,-0.04309563,0.08140286,9.83538055,-0.01065264,0.00426106,0.01491370
1691768706689970,-0.06224924,0.19632454,9.85932255,-0.00213053,-0.00213053,0.02663161
1691768706691978,-0.01436521,0.13407530,9.87847614,0.00852212,-0.00319579,0.02130529
1691768706693958,-0.04309563,-0.01915361,9.84495735,0.00532632,0.00000000,0.00213053
1691768706696104,-0.06703765,-0.12449849,9.80665016,-0.00213053,0.00000000,-0.01278317
1691768706697960,-0.02873042,0.01915361,9.81143856,-0.00532632,0.00213053,-0.00958738
1691768706699988,-0.05746084,0.19153613,9.83059216,0.00106526,0.00213053,-0.00213053
1691768706701959,-0.05267244,0.13407530,9.84016895,0.00426106,0.00319579,0.01065264
1691768706704032,-0.02873042,0.00957681,9.80665016,-0.00213053,-0.00213053,0.01917476
1691768706706066,-0.06703765,-0.10534488,9.82580376,-0.00852212,-0.00319579,0.01597897
1691768706707964,-0.10055647,-0.03351882,9.86889935,-0.01278317,-0.00106526,0.00532632
1691768706710036,-0.01915361,0.18674773,9.84974575,0.00000000,-0.00106526,-0.00426106
1691768706712006,-0.06224924,0.22026655,9.84974575,0.00106526,0.00106526,-0.00532632
1691768706714092,-0.07661445,0.03830723,9.81622696,-0.00213053,-0.00319579,-0.00532632
1691768706715990,-0.01436521,-0.07661445,9.78270817,-0.01597897,0.00106526,0.00426106
1691768706718222,-0.01436521,-0.02873042,9.80186176,-0.01704423,0.00532632,0.01597897
1691768706719996,-0.05267244,0.11013328,9.84495735,-0.01171791,-0.00213053,0.01810949
1691768706722003,-0.08619126,0.12449849,9.88326454,0.00852212,-0.00532632,0.00852212
1691768706723985,-0.04788403,0.01436521,9.84495735,0.01171791,-0.00213053,-0.00319579
1691768706725986,0.00000000,-0.12449849,9.80186176,0.00426106,0.00000000,-0.01065264
