timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691763263558678.0,3.978362,2.038039,0.370792,4.01656,0.531652,0.374288,3.979324,0.540959,1.902508,3.939856,2.086529,1.896703,4.016647,-0.564967,1.923011,4.017463,-0.596208,0.396694,4.002804,-2.104723,1.931026,3.987943,-2.097676,0.406944,-4.054003,-2.048781,1.933098,-4.008196,-2.045828,0.39791,-3.992411,-0.535872,0.396441,-3.966263,-0.513687,1.927186,-3.965185,0.53239,0.406291,-3.921431,0.520357,1.93323,-3.997974,2.033598,0.413294,-4.021599,2.034311,1.9456
1691763263562318.0,3.978368,2.038005,0.370821,4.016582,0.53165,0.374266,3.979272,0.540945,1.902558,3.939853,2.086508,1.896735,4.016621,-0.56496,1.923005,4.017526,-0.596214,0.396708,4.002744,-2.104761,1.931018,3.987968,-2.097688,0.406945,-4.054081,-2.048792,1.933162,-4.008222,-2.045818,0.397972,-3.992341,-0.535988,0.396352,-3.966251,-0.513724,1.927223,-3.965211,0.532407,0.406279,-3.921383,0.520377,1.933114,-3.99802,2.033589,0.413209,-4.021672,2.034304,1.945581
1691763263565948.0,3.978372,2.038012,0.370805,4.016512,0.53164,0.374278,3.979297,0.540914,1.902562,3.939949,2.086855,1.896304,4.016657,-0.564945,1.92304,4.017528,-0.596207,0.3967,4.002739,-2.104735,1.931036,3.987937,-2.097681,0.406946,-4.054072,-2.048814,1.933182,-4.008307,-2.045803,0.397997,-3.99216,-0.536018,0.396347,-3.966213,-0.513685,1.927265,-3.965212,0.532367,0.406278,-3.92145,0.520348,1.933172,-3.99767,2.033313,0.41338,-4.021668,2.034302,1.945518
1691763263569588.0,3.97834,2.038018,0.370817,4.016576,0.531607,0.374303,3.979255,0.540952,1.902531,3.939849,2.086517,1.89674,4.016634,-0.56496,1.923022,4.017495,-0.596191,0.396698,4.002762,-2.104721,1.931025,3.988004,-2.097679,0.406984,-4.054045,-2.048831,1.933127,-4.008331,-2.04586,0.398051,-3.992258,-0.535992,0.396346,-3.966381,-0.513739,1.927324,-3.965225,0.532433,0.406244,-3.921497,0.520419,1.933157,-3.997636,2.033359,0.413298,-4.021704,2.034321,1.945536
1691763263573228.0,3.978326,2.037992,0.370861,4.016602,0.531609,0.374339,3.979262,0.540922,1.902591,3.939851,2.086503,1.89676,4.016657,-0.564965,1.923039,4.017495,-0.596196,0.396709,4.002726,-2.10472,1.931028,3.988002,-2.097674,0.406979,-4.05403,-2.0488,1.933192,-4.008546,-2.04583,0.398139,-3.992279,-0.536141,0.39626,-3.966339,-0.513752,1.927362,-3.965193,0.532431,0.406223,-3.921482,0.520413,1.93314,-3.997642,2.033424,0.413311,-4.021737,2.034364,1.945449
1691763263576858.0,3.978322,2.037949,0.37089,4.016563,0.5316,0.374308,3.979268,0.540911,1.902577,3.939837,2.086515,1.896824,4.016678,-0.564975,1.923059,4.017494,-0.596207,0.396709,4.00273,-2.104772,1.931068,3.988019,-2.097672,0.407001,-4.054133,-2.048806,1.93324,-4.008221,-2.045961,0.398049,-3.99218,-0.536046,0.396374,-3.966359,-0.513722,1.927331,-3.965229,0.53246,0.406203,-3.921443,0.52041,1.933079,-3.997917,2.033559,0.413247,-4.021723,2.034317,1.945491
1691763263580498.0,3.978327,2.037952,0.370903,4.016557,0.531608,0.374316,3.979238,0.540891,1.902624,3.939998,2.086851,1.896396,4.016661,-0.564965,1.923065,4.017514,-0.596198,0.396744,4.002746,-2.10472,1.931033,3.988037,-2.097678,0.407037,-4.054148,-2.048787,1.933284,-4.008523,-2.045922,0.398203,-3.992303,-0.536142,0.396242,-3.966387,-0.513706,1.927368,-3.965183,0.532445,0.406181,-3.921503,0.520428,1.9331,-3.998025,2.033523,0.413202,-4.021714,2.034329,1.945509
1691763263584138.0,3.97835,2.037918,0.370943,4.016596,0.531613,0.374345,3.979245,0.540885,1.902656,3.939847,2.086489,1.89681,4.016664,-0.564951,1.923064,4.017531,-0.5962,0.396738,4.002734,-2.104733,1.931071,3.988041,-2.097677,0.407046,-4.054164,-2.04876,1.933281,-4.008239,-2.045953,0.398111,-3.992153,-0.536106,0.396372,-3.966443,-0.51369,1.927426,-3.965224,0.532425,0.406239,-3.921494,0.520434,1.933113,-3.997963,2.033501,0.413311,-4.021681,2.034319,1.945509
1691763263587768.0,3.978414,2.038015,0.370905,4.016584,0.53161,0.374341,3.979226,0.540937,1.90261,3.939851,2.086478,1.896831,4.016664,-0.564979,1.923072,4.017495,-0.596225,0.396724,4.002765,-2.10471,1.931014,3.988021,-2.09768,0.407048,-4.054056,-2.048824,1.933262,-4.008442,-2.045887,0.398189,-3.992202,-0.536106,0.396325,-3.966413,-0.513723,1.92738,-3.96524,0.532444,0.406244,-3.921448,0.52042,1.933072,-3.997902,2.033569,0.413294,-4.02168,2.034329,1.945509
1691763263591408.0,3.978421,2.037979,0.370887,4.016542,0.531626,0.374314,3.979212,0.540899,1.902631,3.939859,2.086504,1.896788,4.016643,-0.564959,1.923056,4.017471,-0.596216,0.396733,4.002737,-2.104724,1.931024,3.988013,-2.097695,0.407014,-4.05408,-2.048772,1.933255,-4.008448,-2.045816,0.398132,-3.992184,-0.536152,0.396272,-3.966225,-0.513711,1.927353,-3.96526,0.532481,0.406251,-3.921497,0.520422,1.933118,-3.997913,2.033536,0.413363,-4.02166,2.034349,1.945551
