timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691758657096254,-0.07661445,-0.07661445,9.88326454,0.00213053,0.00958738,0.01065264
1691758657098284,-0.10055647,-0.00957681,9.90241814,-0.00426106,0.00319579,0.01384844
1691758657100220,-0.10534488,-0.01915361,9.84974575,0.00745685,-0.00213053,0.00639159
1691758657102193,-0.11013328,-0.01436521,9.84016895,0.00958738,0.00000000,-0.00852212
1691758657104243,-0.07661445,-0.08140286,9.85932255,-0.00106526,0.00639159,-0.02024002
1691758657106265,-0.06224924,-0.13886370,9.88805294,0.00852212,0.00852212,-0.02237055
1691758657108256,-0.09097967,-0.01915361,9.85453415,-0.00639159,0.00958738,-0.01171791
1691758657110177,-0.05746084,-0.01915361,9.89762974,-0.01065264,0.00745685,0.00213053
1691758657112250,-0.08140286,-0.03830723,9.90241814,-0.00319579,0.00213053,0.01278317
1691758657114265,-0.05746084,-0.08140286,9.82101536,-0.00213053,0.00000000,0.00852212
1691758657116242,-0.07182605,-0.02394202,9.87368774,-0.00319579,-0.00213053,-0.00213053
1691758657118214,-0.13886370,-0.16280572,9.91199493,0.02343582,0.00639159,-0.01917476
1691758657120199,-0.10534488,-0.12449849,9.86411095,0.02343582,0.00852212,-0.02024002
1691758657122257,-0.04309563,-0.01915361,9.87847614,0.01810949,0.00532632,-0.00958738
1691758657124230,-0.06703765,-0.13886370,9.94551373,-0.00106526,0.01278317,0.00745685
1691758657126224,-0.10055647,-0.14844051,9.90241814,0.00106526,0.00319579,0.01597897
1691758657128203,-0.11492168,-0.00478840,9.86889935,-0.00426106,-0.00213053,0.01491370
1691758657130225,-0.13886370,-0.03830723,9.91678333,0.00106526,-0.00213053,0.00000000
1691758657132253,-0.12449849,-0.08619126,9.87368774,0.00958738,-0.00213053,-0.01704423
1691758657134213,-0.08140286,-0.04309563,9.81143856,0.00532632,-0.00106526,-0.02556635
1691758657136237,-0.08619126,-0.12928689,9.88805294,-0.00532632,0.00532632,-0.02130529
1691758657138344,-0.12449849,-0.08140286,9.92157173,-0.01491370,0.00426106,-0.01065264
1691758657140208,-0.06703765,0.04788403,9.82580376,-0.00213053,0.00532632,0.00532632
1691758657142225,-0.05746084,0.06703765,9.86889935,0.01171791,0.00426106,0.01810949
1691758657144209,-0.09097967,-0.08619126,9.89762974,0.00639159,-0.00106526,0.00958738
1691758657146242,-0.11013328,-0.14844051,9.84495735,0.01597897,-0.00426106,0.00106526
1691758657148234,-0.09576806,-0.06224924,9.82101536,-0.01065264,-0.00639159,-0.01491370
1691758657150206,-0.08140286,-0.08140286,9.88805294,0.00319579,0.00532632,-0.02237055
1691758657152192,-0.05746084,-0.10055647,9.85932255,0.00426106,0.00852212,-0.01704423
1691758657154238,-0.00957681,-0.06703765,9.81622696,0.00000000,0.00426106,-0.00426106
1691758657156394,-0.07661445,-0.06703765,9.91199493,-0.00106526,0.00000000,0.00532632
1691758657158219,-0.09576806,-0.09576806,9.90241814,0.00532632,-0.00319579,0.00852212
1691758657160228,-0.09576806,-0.05267244,9.83538055,0.00745685,-0.01171791,0.00106526
1691758657162200,-0.10055647,0.00000000,9.84495735,0.00958738,-0.00106526,-0.01065264
1691758657164260,-0.05267244,-0.13886370,9.88805294,-0.00639159,0.00213053,-0.01810949
1691758657166233,-0.08619126,-0.09097967,9.84016895,-0.00852212,0.00532632,-0.01917476
