timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691765277730715,0.04788403,0.13886370,9.83059216,-0.00319579,0.00213053,0.02982740
1691765277732737,-0.01436521,0.08140286,9.84495735,-0.00319579,0.00106526,0.01491370
1691765277734779,-0.02873042,0.09097967,9.78270817,-0.00426106,-0.00319579,-0.01278317
1691765277736703,0.00000000,0.17717093,9.76834297,0.00106526,-0.00426106,-0.02450108
1691765277738721,-0.05267244,0.11971009,9.81622696,0.00319579,-0.00213053,-0.02237055
1691765277740735,-0.04309563,0.11013328,9.80665016,0.00639159,-0.00213053,-0.00532632
1691765277742757,0.04309563,0.15322891,9.81143856,-0.00319579,0.00106526,0.01810949
1691765277744752,-0.02394202,0.00000000,9.88326454,-0.00532632,0.00319579,0.03408846
1691765277746700,-0.04309563,0.02394202,9.87368774,-0.00639159,0.00106526,0.02876214
1691765277748761,0.02873042,0.22505496,9.84016895,0.00106526,-0.00213053,0.00639159
1691765277750793,-0.01915361,0.15801731,9.86411095,0.00426106,-0.00106526,-0.01278317
1691765277752769,-0.05746084,0.07661445,9.84495735,0.00106526,-0.00319579,-0.02663161
1691765277754729,0.00000000,0.10534488,9.79228497,0.00000000,-0.00426106,-0.02130529
1691765277756728,0.00478840,0.10055647,9.81622696,0.00000000,0.00106526,-0.00106526
1691765277758773,0.02394202,0.13886370,9.87847614,-0.00426106,0.00106526,0.02343582
1691765277760759,0.00478840,0.22984336,9.85453415,0.00426106,-0.00106526,0.03302320
1691765277762741,0.00478840,0.17717093,9.85453415,-0.00213053,-0.00319579,0.02343582
1691765277764738,0.02873042,0.09576806,9.84495735,-0.01597897,0.00426106,-0.00106526
1691765277766750,0.01436521,0.14844051,9.79707336,-0.00958738,-0.00213053,-0.01597897
1691765277768750,-0.03830723,0.13886370,9.83538055,0.00319579,-0.00745685,-0.02237055
1691765277770760,-0.01915361,0.18195933,9.85932255,-0.00319579,-0.00106526,-0.01171791
1691765277772772,0.07182605,0.12928689,9.85453415,0.00106526,0.00639159,0.01065264
1691765277774807,0.00000000,-0.04788403,9.85453415,-0.00106526,0.00532632,0.02876214
1691765277776755,-0.03351882,0.03830723,9.84016895,-0.01278317,-0.00106526,0.02343582
1691765277778728,0.01915361,0.18674773,9.84495735,-0.00532632,0.00106526,0.00852212
1691765277780737,-0.02394202,0.13407530,9.83538055,0.00852212,0.00106526,-0.00958738
