timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z
1691753488118281,-0.00495728,0.00702641,0.07129643,0.01382573,-0.02460149,0.28179526,0.95905948,-0.00065907,0.00183767,-0.00001078,0.00422094,0.00029744,0.00125571
1691753488121918,-0.00496776,0.00701598,0.07130147,0.01374824,-0.02456472,0.28175911,0.95907211,-0.00265344,-0.00238938,0.00124281,-0.04617354,0.00782835,-0.02178778
1691753488125554,-0.00496776,0.00701439,0.07130114,0.01374352,-0.02457064,0.28175899,0.95907211,-0.00027120,-0.00063657,0.00004556,-0.00156975,-0.00385539,-0.00016539
1691753488129190,-0.00496882,0.00701520,0.07130245,0.01374925,-0.02457026,0.28175998,0.95907176,-0.00028850,0.00013614,0.00032856,0.00295406,0.00107668,0.00064675
1691753488132827,-0.00495051,0.00700202,0.07129700,0.01373325,-0.02458147,0.28175536,0.95907301,0.00449201,-0.00324255,-0.00131352,-0.00664809,-0.00833510,-0.00293282
1691753488136463,-0.00494905,0.00699968,0.07129769,0.01373610,-0.02459304,0.28175211,0.95907366,0.00081810,-0.00090818,0.00003742,0.00333552,-0.00563310,-0.00185455
1691753488140099,-0.00495090,0.00701056,0.07130551,0.01376488,-0.02459270,0.28176209,0.95907032,-0.00037383,0.00259647,0.00193447,0.01501496,0.00452195,0.00617943
1691753488143736,-0.00496071,0.00702528,0.07130656,0.01379549,-0.02459431,0.28176916,0.95906776,-0.00246042,0.00389863,0.00045630,0.01631963,0.00380608,0.00452238
1691753488147372,-0.00496104,0.00702619,0.07130702,0.01380256,-0.02459901,0.28177208,0.95906669,-0.00033173,0.00062241,0.00016057,0.00442814,-0.00142183,0.00178726
1691753488151009,-0.00496288,0.00702478,0.07131095,0.01381169,-0.02460260,0.28177440,0.95906574,-0.00048964,-0.00028629,0.00098791,0.00534362,-0.00051147,0.00142192
1691753488154645,-0.00496483,0.00703014,0.07131086,0.01383399,-0.02459661,0.28178385,0.95906281,-0.00053056,0.00129519,0.00007850,0.01073224,0.00650458,0.00579920
1691753488158281,-0.00495821,0.00702612,0.07130805,0.01383072,-0.02460553,0.28178412,0.95906258,0.00158228,-0.00086014,-0.00068587,-0.00034206,-0.00521533,0.00009595
1691753488161918,-0.00495775,0.00702628,0.07130793,0.01383581,-0.02460820,0.28178573,0.95906192,0.00027233,-0.00004946,-0.00010107,0.00308036,-0.00063927,0.00096108
1691753488165554,-0.00495988,0.00702485,0.07131212,0.01384457,-0.02460897,0.28178674,0.95906150,-0.00049658,-0.00035645,0.00102590,0.00473037,0.00093901,0.00073861
1691753488169190,-0.00497894,0.00706452,0.07130468,0.01390284,-0.02458228,0.28183609,0.95904684,-0.00476011,0.00976149,-0.00173418,0.02604468,0.02253187,0.02928071
1691753488172827,-0.00497989,0.00706681,0.07130445,0.01391056,-0.02458629,0.28184283,0.95904464,-0.00071725,0.00156048,-0.00023350,0.00461441,-0.00099731,0.00397267
1691753488176463,-0.00497870,0.00706801,0.07130308,0.01391363,-0.02458674,0.28184605,0.95904362,0.00021880,0.00045520,-0.00036242,0.00165974,0.00019887,0.00190265
1691753488180099,-0.00497965,0.00706877,0.07130329,0.01392120,-0.02458673,0.28184602,0.95904356,-0.00021181,0.00023396,0.00001647,0.00399139,0.00117970,0.00008612
1691753488183736,-0.00497210,0.00706574,0.07130261,0.01392241,-0.02458853,0.28184521,0.95904374,0.00184316,-0.00072512,-0.00016761,0.00092853,-0.00075358,-0.00044632
1691753488187372,-0.00497840,0.00706042,0.07130612,0.01386783,-0.02456813,0.28182182,0.95905191,-0.00136754,-0.00138770,0.00085164,-0.03170271,0.00258714,-0.01421358
1691753488191009,-0.00497855,0.00705751,0.07130644,0.01386942,-0.02457777,0.28182498,0.95905071,-0.00017756,-0.00086114,0.00016578,0.00229832,-0.00487990,0.00184949
1691753488194645,-0.00498336,0.00706074,0.07130791,0.01388425,-0.02457626,0.28182676,0.95905000,-0.00120450,0.00071201,0.00037761,0.00757101,0.00307819,0.00123040
1691753488198281,-0.00498378,0.00706125,0.07130828,0.01388913,-0.02458327,0.28182465,0.95905036,-0.00022812,0.00019730,0.00013047,0.00368557,-0.00292123,-0.00115897
1691753488201918,-0.00498403,0.00706123,0.07130850,0.01389360,-0.02459119,0.28182659,0.95904952,-0.00008497,0.00001582,0.00006848,0.00356659,-0.00351050,0.00116628
1691753488205554,-0.00498527,0.00706165,0.07131126,0.01390237,-0.02459160,0.28182992,0.95904845,-0.00031383,0.00010456,0.00068795,0.00465431,0.00109866,0.00205026
1691753488209190,-0.00498486,0.00706118,0.07131137,0.01390432,-0.02459242,0.28182837,0.95904881,0.00006927,-0.00010553,0.00009765,0.00117166,-0.00010740,-0.00088738
1691753488212827,-0.00498518,0.00706322,0.07131178,0.01392320,-0.02458659,0.28184170,0.95904481,-0.00007127,0.00049345,0.00011114,0.00890283,0.00583960,0.00799645
1691753488216463,-0.00497852,0.00706222,0.07130956,0.01392620,-0.02458265,0.28184724,0.95904320,0.00163732,-0.00019535,-0.00053715,0.00090890,0.00248165,0.00320683
1691753488220100,-0.00497854,0.00706192,0.07130995,0.01393245,-0.02458147,0.28185585,0.95904064,0.00016028,-0.00009463,0.00004287,0.00301576,0.00148885,0.00505274
1691753488223736,-0.00497691,0.00705971,0.07131123,0.01393421,-0.02458731,0.28186214,0.95903862,0.00041950,-0.00055499,0.00031909,0.00176597,-0.00288463,0.00359049
1691753488227372,-0.00497519,0.00705957,0.07131063,0.01393090,-0.02459156,0.28188798,0.95903093,0.00046844,-0.00009113,-0.00011475,-0.00137845,-0.00305519,0.01474529
1691753488231009,-0.00497622,0.00705832,0.07131725,0.01394547,-0.02457209,0.28194439,0.95901465,-0.00020661,-0.00031899,0.00162233,0.00402897,0.01187271,0.03263381
1691753488234645,-0.00497575,0.00705922,0.07132253,0.01395599,-0.02452761,0.28204992,0.95898461,0.00009411,0.00019045,0.00147008,-0.00254671,0.02387955,0.06081631
1691753488238281,-0.00497125,0.00705154,0.07133672,0.01394976,-0.02446224,0.28217354,0.95894998,0.00112135,-0.00187711,0.00365579,-0.01483801,0.03210212,0.07100110
1691753488241918,-0.00496882,0.00704976,0.07135366,0.01396123,-0.02432250,0.28241691,0.95888174,0.00071501,-0.00063125,0.00455455,-0.01840072,0.07268877,0.14013860
1691753488245554,-0.00496422,0.00704331,0.07138091,0.01394419,-0.02404962,0.28278711,0.95877975,0.00120734,-0.00165790,0.00719620,-0.05560043,0.13709308,0.21299532
1691753488249190,-0.00495683,0.00704026,0.07140853,0.01383131,-0.02358771,0.28329217,0.95864379,0.00194903,-0.00092282,0.00755535,-0.13713609,0.22044463,0.28960076
1691753488252827,-0.00494890,0.00703669,0.07141459,0.01338413,-0.02264876,0.28412768,0.95842546,0.00215642,-0.00097531,0.00226479,-0.39154911,0.41647074,0.47609088
1691753488256463,-0.00479767,0.00702027,0.07133065,0.01272343,-0.02086299,0.28511503,0.95818174,0.03757688,-0.00415583,-0.02050422,-0.63875169,0.82852215,0.56448424
1691753488260100,-0.00470098,0.00701479,0.07129718,0.01220963,-0.01926152,0.28592744,0.95797986,0.02770365,-0.00177650,-0.01035397,-0.53036159,0.75571591,0.46576008
1691753488263736,-0.00467660,0.00699624,0.07139531,0.01183633,-0.01848564,0.28659871,0.95779926,0.00884347,-0.00476367,0.02318670,-0.32486969,0.34393430,0.38359404
1691753488267372,-0.00465096,0.00697651,0.07151041,0.01148079,-0.01759323,0.28736091,0.95759201,0.00723592,-0.00535677,0.03079437,-0.33472168,0.40730676,0.43666953
1691753488271009,-0.00464682,0.00693239,0.07151898,0.01007860,-0.01595661,0.28854579,0.95728004,0.00175835,-0.01144274,0.00524958,-1.00724864,0.63096583,0.67114103
1691753488274645,-0.00452407,0.00692842,0.07159198,0.00972591,-0.01442384,0.28946102,0.95703173,0.03050159,-0.00214582,0.01856750,-0.43635309,0.74427766,0.52733153
