timestamp,roll,pitch,thrust,yaw,aux1,aux2,aux3,aux4
1704701147022964,1500,1500,1000,1500,1000,0,0,0
1704701147025743,1500,1500,1000,1500,1000,0,0,0
1704701147028714,1500,1500,1000,1500,1000,0,0,0
1704701147031987,1500,1500,1000,1500,1000,0,0,0
1704701147034949,1500,1500,1000,1500,1000,0,0,0
1704701147037810,1500,1500,1000,1500,1000,0,0,0
1704701147040952,1500,1500,1000,1500,1000,0,0,0
1704701147043723,1500,1500,1000,1500,1000,0,0,0
1704701147046682,1500,1500,1000,1500,1000,0,0,0
1704701147049843,1500,1500,1000,1500,1000,0,0,0
1704701147052966,1500,1500,1000,1500,1000,0,0,0
1704701147055795,1500,1500,1000,1500,1000,0,0,0
1704701147058931,1500,1500,1000,1500,1000,0,0,0
1704701147061776,1500,1500,1000,1500,1000,0,0,0
1704701147064769,1500,1500,1000,1500,1000,0,0,0
1704701147067797,1500,1500,1000,1500,1000,0,0,0
1704701147070930,1500,1500,1000,1500,1000,0,0,0
1704701147073845,1500,1500,1000,1500,1000,0,0,0
1704701147077134,1500,1500,1000,1500,1000,0,0,0
1704701147079896,1500,1500,1000,1500,1000,0,0,0
1704701147082783,1500,1500,1000,1500,1000,0,0,0
1704701147087643,1500,1500,1000,1500,1000,0,0,0
1704701147089049,1500,1500,1000,1500,1000,0,0,0
1704701147092002,1500,1500,1000,1500,1000,0,0,0
1704701147094737,1500,1500,1000,1500,1000,0,0,0
1704701147098104,1500,1500,1000,1500,1000,0,0,0
1704701147101007,1500,1500,1000,1500,1000,0,0,0
1704701147104219,1500,1500,1000,1500,1000,0,0,0
1704701147107303,1500,1500,1000,1500,1000,0,0,0
1704701147109837,1500,1500,1000,1500,1000,0,0,0
1704701147112807,1500,1500,1000,1500,1000,0,0,0
1704701147116039,1500,1500,1000,1500,1000,0,0,0
1704701147118925,1500,1500,1000,1500,1000,0,0,0
1704701147121807,1500,1500,1000,1500,1000,0,0,0
1704701147125189,1500,1500,1000,1500,1000,0,0,0
1704701147127852,1500,1500,1000,1500,1000,0,0,0
1704701147131116,1500,1500,1000,1500,1000,0,0,0
1704701147133784,1500,1500,1000,1500,1000,0,0,0
1704701147137074,1500,1500,1000,1500,1000,0,0,0
1704701147139995,1500,1500,1000,1500,1000,0,0,0
1704701147143163,1500,1500,1000,1500,1000,0,0,0
1704701147145714,1500,1500,1000,1500,1000,0,0,0
1704701147148953,1500,1500,1000,1500,1000,0,0,0
1704701147152209,1500,1500,1000,1500,1000,0,0,0
1704701147155071,1500,1500,1000,1500,1000,0,0,0
1704701147157845,1500,1500,1000,1500,1000,0,0,0
1704701147161309,1500,1500,1000,1500,1000,0,0,0
1704701147163803,1500,1500,1000,1500,1000,0,0,0
1704701147166855,1500,1500,1000,1500,1000,0,0,0
1704701147170125,1500,1500,1000,1500,1000,0,0,0
1704701147173263,1500,1500,1000,1500,1000,0,0,0
1704701147175895,1500,1500,1000,1500,1000,0,0,0
1704701147179193,1500,1500,1000,1500,1000,0,0,0
1704701147181790,1500,1500,1000,1500,1000,0,0,0
1704701147185090,1500,1500,1000,1500,1000,0,0,0
1704701147187767,1500,1500,1000,1500,1000,0,0,0
1704701147191175,1500,1500,1000,1500,1000,0,0,0
1704701147193932,1500,1500,1000,1500,1000,0,0,0
1704701147197018,1500,1500,1000,1500,1000,0,0,0
1704701147199842,1500,1500,1000,1500,1000,0,0,0
1704701147202699,1500,1500,1000,1500,1000,0,0,0
1704701147206064,1500,1500,1000,1500,1000,0,0,0
1704701147209107,1500,1500,1000,1500,1000,0,0,0
1704701147211756,1500,1500,1000,1500,1000,0,0,0
1704701147214955,1500,1500,1000,1500,1000,0,0,0
1704701147217953,1500,1500,1000,1500,1000,0,0,0
1704701147220777,1500,1500,1000,1500,1000,0,0,0
1704701147223894,1500,1500,1000,1500,1000,0,0,0
